EARLY,NON-P,Snow White ,queen,1937,1,slave in the magic mirror come from the farthest space through wind and darkness i summon thee. speak ! let me see thy face. 
EARLY,NON-P,Snow White ,mirror,1937,2,"what wouldst thou know, my queen ? "
EARLY,NON-P,Snow White ,queen,1937,3,"magic mirror on the wall, who is the fairest one of all ? "
EARLY,NON-P,Snow White ,mirror,1937,4,"famed is thy beauty, majesty. but hold, a lovely maid i see. rags cannot hide her gentle grace. alas, she is more fair than thee. "
EARLY,NON-P,Snow White ,queen,1937,5,alas for her ! reveal her name. 
EARLY,NON-P,Snow White ,mirror,1937,6,lips red as the rose. hair black as ebony. skin white as snow. 
EARLY,NON-P,Snow White ,queen,1937,7,snow white ! 
EARLY,PRINCESS,Snow White ,snow white,1937,8,"want to know a secret ? promise not to tell ? we are standing by a wishing well make a wish into the well that's all you have to do and if you hear it echoing your wish will soon come true i'm wishing i'm wishing for the one i love to find me to find me today today i'm hoping i'm hoping and i'm dreaming of the nice things the nice things he'll say he'll say ahahahahahh ahahahahahh ahahahahahh ah, ah, ah, ah, ahh i'm wishing i'm wishing for the one i love to find me to find me today "
EARLY,PRINCE,Snow White ,prince,1937,9,today 
EARLY,PRINCESS,Snow White ,snow white,1937,10,oh ! 
EARLY,PRINCE,Snow White ,prince,1937,11,hello. 
EARLY,PRINCESS,Snow White ,snow white,1937,12,oh. 
EARLY,PRINCE,Snow White ,prince,1937,13,"did i frighten you ? wait. wait, please. don't run away. now that i've found you hear what i have to say one song i have but one song one song only for you one heart tenderly beating ever entreating constant and true one love that has possessed me one love thrilling me through one song my heart keeps singing of one love only for you "
EARLY,NON-P,Snow White ,queen,1937,14,take her far into the forest. find some secluded glade where she can pick wildflowers. 
EARLY,NON-P,Snow White ,guard,1937,15,"yes, your majesty. "
EARLY,NON-P,Snow White ,queen,1937,16,"and there, my faithful huntsman, you will kill her ! "
EARLY,NON-P,Snow White ,guard,1937,17,"but, your majesty, the little princess ! "
EARLY,NON-P,Snow White ,queen,1937,18,silence ! you know the penalty if you fail. 
EARLY,NON-P,Snow White ,guard,1937,19,"yes, your majesty. "
EARLY,NON-P,Snow White ,queen,1937,20,"but to make doubly sure... you do not fail, bring back her heart... "
EARLY,PRINCESS,Snow White ,snow white,1937,21,one song i have but one song 
EARLY,PRINCESS,Snow White ,snow white,1937,22,"hello there. what's the matter ? where's your mama and papa ? why, i believe you're lost. oh, please, don't cry. come on. perk up. won't you smile for me ? that's better. your mama and papa can't be far. there they are. can you fly ? goodbye. goodbye ! "
EARLY,NON-P,Snow White ,guard,1937,23,"i can't ! i can't do it ! forgive me. i beg of your highness, forgive me. "
EARLY,PRINCESS,Snow White ,snow white,1937,24,i don't understand. 
EARLY,NON-P,Snow White ,guard,1937,25,she's mad! jealous of you! she'll stop at nothing ! 
EARLY,PRINCESS,Snow White ,snow white,1937,26,butbut who ? 
EARLY,NON-P,Snow White ,guard,1937,27,the queen! 
EARLY,PRINCESS,Snow White ,snow white,1937,28,the queen ? 
EARLY,NON-P,Snow White ,guard,1937,29,"now, quick, child, run! run away, hide! in the woods ! anywhere ! never come back ! now, go ! go ! go ! run ! run ! hide ! "
EARLY,PRINCESS,Snow White ,snow white,1937,30,"oh! please, don't run away. i won't hurt you. i'm awfully sorry. i didn't mean to frighten you. but you don't know what i've been through. and all because i was afraid. i'm so ashamed of the fuss i've made. what do you do when things go wrong ? "
EARLY,PRINCESS,Snow White ,snow white,1937,31,"oh ! you sing a song ! ahahahahahh with a smile and a song life is just like a bright, sunny day your cares fade away and your heart is "
EARLY,PRINCESS,Snow White ,snow white,1937,32,with a smile and a song all the world seems to waken anew rejoicing with you as the song is sung there's no use in grumbling when raindrops come tumbling 
EARLY,PRINCESS,Snow White ,snow white,1937,33,remember you're the one who can fill the world with sunshine when you smile and you sing everything is in tune and it's spring and life flows along 
EARLY,PRINCESS,Snow White ,snow white,1937,34,with a smile and a song 
EARLY,PRINCESS,Snow White ,snow white,1937,35,i really feel quite happy now. i'm sure i'll get along somehow. everything's going to be all right. but i do need a place to sleep at night. 
EARLY,PRINCESS,Snow White ,snow white,1937,36,i can't sleep in the ground like you. or in a tree the way you do. and i'm sure no nest would possibly be big enough for me. maybe you know where i can stay. in the woods somewhere ? 
EARLY,PRINCESS,Snow White ,snow white,1937,37,you do ? 
EARLY,PRINCESS,Snow White ,snow white,1937,38,"will you take me there ? oh, it's adorable. just like a doll's house. i like it here. ooh, it's dark inside. guess there's no one home. "
EARLY,PRINCESS,Snow White ,snow white,1937,39,"hello ? may i come in ? shh. oh! what a cute little chair. why, there's seven little chairs. must be seven little children. and from the look of this table, seven untidy little children. a pickax. a stocking too. "
EARLY,PRINCESS,Snow White ,snow white,1937,40,and a shoe. 
EARLY,PRINCESS,Snow White ,snow white,1937,41,and just look at that fireplace. it's covered with dust. 
EARLY,PRINCESS,Snow White ,snow white,1937,42,"and just look at that broom. tsk, tsk, tsk ! tsk, tsk, tsk ! why, they've never swept this room. you'd think their mother would "
EARLY,PRINCESS,Snow White ,snow white,1937,43,"maybe they have no mother. then, they're orphans. that's too bad. i know. we'll clean the house and surprise them. then, maybe they'll let me stay. "
EARLY,PRINCESS,Snow White ,snow white,1937,44,"now, you wash the dishes. you tidy up the room. you clean the fireplace. and i'll use the broom. "
EARLY,NON-P,Snow White ,all dwarfs,1937,45,"we dig, dig, dig, dig dig, dig, dig in our mine the whole day through to dig, dig, dig, dig dig, dig, dig is what we like to do it ain't no trick to get rich quick if ya dig, dig, dig with a shovel or a pick in a mine "
EARLY,NON-P,Snow White ,all dwarfs,1937,46,in a mine in a mine 
EARLY,NON-P,Snow White ,all dwarfs,1937,47,in a mine where a million diamonds 
EARLY,NON-P,Snow White ,all dwarfs,1937,48,"shine we dig, dig, dig, dig dig, dig, dig "
EARLY,NON-P,Snow White ,all dwarfs,1937,49,from early morn 'til night 
EARLY,NON-P,Snow White ,all dwarfs,1937,50,"we dig, dig, dig, dig dig, dig, dig up everything in sight we dig up diamonds by the score "
EARLY,NON-P,Snow White ,all dwarfs,1937,51,a thousand rubies sometimes more though we don't know what we dig 'em for 
EARLY,NON-P,Snow White ,all dwarfs,1937,52,"we dig, dig digadig, dig heighho, heighho, heighho, heighho, heighho, heighho, heighho it's home from work we go heighho, heighho, heighho, heighho, heighho it's home from work we go "
EARLY,NON-P,Snow White ,all dwarfs,1937,53,"heighho, heighho heighho, heighho, heighho, heighho heighho, heighho, heighhohum heighho, heighho it's home from work we go "
EARLY,NON-P,Snow White ,all dwarfs,1937,54,"heighho, heighho, heighho, heighho, heighho it's home from work we go heighho, heighho, heighho, heighho, heighho it's home from work we go heighho, heighho, heighho, heighho "
EARLY,PRINCESS,Snow White ,snow white,1937,55,let's see what's upstairs. 
EARLY,PRINCESS,Snow White ,snow white,1937,56,"oh, what adorable little beds. and look, they have their names carved on them. doc, happy, sneezy, dopey "
EARLY,PRINCESS,Snow White ,snow white,1937,57,"what funny names for children. grumpy, bashful and sleepy. i'm a little sleepy myself. oh, oh. "
EARLY,NON-P,Snow White ,all dwarfs,1937,58,"heighho, heighho heighho, heighho heighho, heighho it's home from work we go "
EARLY,NON-P,Snow White ,all dwarfs,1937,59,"heighho, heighho heighho, heighho, heighho it's home from work we go "
EARLY,NON-P,Snow White ,all dwarfs,1937,60,"heighho, heighho heighho, heighho, heighho it's home from work we go "
EARLY,NON-P,Snow White ,all dwarfs,1937,61,"heighho, heighho heighho, heighho it's home from work we go "
EARLY,NON-P,Snow White ,all dwarfs,1937,62,"heighho, heighho heigh "
EARLY,NON-P,Snow White ,doc,1937,63,"look ! our house ! the lit's lightuh, the light's lit. "
EARLY,NON-P,Snow White ,all dwarfs,1937,64,"jiminy crickets. the door is open. the chimney's smokin'. something's in there. maybe a ghost. or a goblin. a demon. or a dragon. grumpy; mark my words, there's trouble abrewin'. felt it comin' all day. my corns hurt. "
EARLY,NON-P,Snow White ,happy,1937,65,gosh. 
EARLY,NON-P,Snow White ,bashful,1937,66,that's a bad sign. 
EARLY,NON-P,Snow White ,all dwarfs,1937,67,what'll we do ? let's sneak up on it. 
EARLY,NON-P,Snow White ,doc,1937,68,"yes. ahem, we'll, uh, squeak up sneak up. come on, henuh, men. follow me. psst. "
EARLY,NON-P,Snow White ,all dwarfs,1937,69,shh ! 
EARLY,NON-P,Snow White ,dopey,1937,70,shh ! 
EARLY,NON-P,Snow White ,doc,1937,71,"careful, men. search every cook and nanny uh, hook and grannyuh, crooked fanuh, search everywhere. "
EARLY,NON-P,Snow White ,doc,1937,72,shh ! quiet. look ! the floor ! it's been swept ! 
EARLY,NON-P,Snow White ,grumpy,1937,73,hah ! chair's been dusted. 
EARLY,NON-P,Snow White ,happy,1937,74,our window's been washed. 
EARLY,NON-P,Snow White ,bashful,1937,75,"gosh, our cobwebs are missin'. "
EARLY,NON-P,Snow White ,doc,1937,76,"why, why, whywhy, the whole place is clean ! "
EARLY,NON-P,Snow White ,grumpy,1937,77,there's dirty work afoot. 
EARLY,NON-P,Snow White ,sneey,1937,78,"sink's empty. hey, someone stole our dishes ! "
EARLY,NON-P,Snow White ,happy,1937,79,they ain't stole. they're hid in the cupboard. 
EARLY,NON-P,Snow White ,bashful,1937,80,my cup's been washed. sugar's gone. 
EARLY,NON-P,Snow White ,happy,1937,81,something's cookin'. 
EARLY,NON-P,Snow White ,grumpy,1937,82,"don't touch it, you fools ! might be poison. "
EARLY,NON-P,Snow White ,grumpy,1937,83,see ? it's witch's brew. 
EARLY,NON-P,Snow White ,doc,1937,84,"look what's happened to our stableuh, table. "
EARLY,NON-P,Snow White ,bashful,1937,85,flowers ! 
EARLY,NON-P,Snow White ,bashful,1937,86,"huh ? look, goldenrod. "
EARLY,NON-P,Snow White ,sneezy,1937,87,don't do it. take them away. my nose ! my hay fever ! you know i can't stand it. 
EARLY,NON-P,Snow White ,i can't ,1937,88,i can't i oh ! 
EARLY,NON-P,Snow White ,all dwarfs,1937,89,shh ! 
EARLY,NON-P,Snow White ,grumpy,1937,90,ya crazy fool ! fine time ya picked to sneeze ! 
EARLY,NON-P,Snow White ,sneezy,1937,91,"i couldn't help it. i can't tell. when you gotta, you gotta. iii gotta. iit's comin'. ahah "
EARLY,NON-P,Snow White ,all dwarfs,1937,92,don't let him. stop him. 
EARLY,NON-P,Snow White ,sneezy,1937,93,"oh, ahahah "
EARLY,NON-P,Snow White ,various dwarfs,1937,94,"don't let go. hold him tight. i'll tie it. make a hard knot. there, that'll hold him. "
EARLY,NON-P,Snow White ,all dwarfs,1937,95,shh ! 
EARLY,NON-P,Snow White ,grumpy,1937,96,"quiet, you fool. want to get us all killed ? "
EARLY,NON-P,Snow White ,happy,1937,97,whawhat's that ? that's it. 
EARLY,NON-P,Snow White ,grumpy,1937,98,sounded close. it's in this room right now. 
EARLY,NON-P,Snow White ,doc,1937,99,it's up there. 
EARLY,NON-P,Snow White ,bashful,1937,100,"yeah, in the bedroom. "
EARLY,NON-P,Snow White ,doc,1937,101,"one of us has got to go down... and chase it up. uh, uh, uh, up, down. here, take it. don't be nervous. "
EARLY,NON-P,Snow White ,doc,1937,102,don't be afraid. we're right behind you. 
EARLY,NON-P,Snow White ,all dwarfs,1937,103,"yes, right behind ya. "
EARLY,NON-P,Snow White ,doc,1937,104,here it comes ! 
EARLY,NON-P,Snow White ,all dwarfs,1937,105,it's after us ! don't let it out ! hold it shut ! 
EARLY,NON-P,Snow White ,various dwarfs,1937,106,"here it comes. now's our chance. get it, now. give it to 'im. don't let him get away ! take that, and that, and that ! "
EARLY,NON-P,Snow White ,doc,1937,107,"hold on there, iit's only dopey. "
EARLY,NON-P,Snow White ,various dwarfs,1937,108,did you see it ? how big is it ? was it a dragon ? has it got horns ? was it breathing fire ? was it droolin' ? what was it doin' ? 
EARLY,NON-P,Snow White ,doc,1937,109,he's says it's... a monster... asleep in our beds ! 
EARLY,NON-P,Snow White ,grumpy,1937,110,let's attack. while it's sleeping. 
EARLY,NON-P,Snow White ,all dwarfs,1937,111,"yeah, while it's sleeping. "
EARLY,NON-P,Snow White ,doc,1937,112,"hurry, men, it's now or never. "
EARLY,NON-P,Snow White ,all dwarfs,1937,113,off with its head. break its bones. chop it to pieces. we'll kill it dead. 
EARLY,NON-P,Snow White ,various dwarfs,1937,114,"jiminy crickets. gosh ! gee, what a monster. covers three beds. "
EARLY,NON-P,Snow White ,doc,1937,115,let's kill it before it wakes up. 
EARLY,NON-P,Snow White ,happy,1937,116,which end do we kill ? 
EARLY,NON-P,Snow White ,doc,1937,117,shh ! shh ! 
EARLY,NON-P,Snow White ,doc,1937,118,"well, uh, uh "
EARLY,NON-P,Snow White ,happy,1937,119,what is it ? 
EARLY,NON-P,Snow White ,doc,1937,120,"why, iit's a girl ! "
EARLY,NON-P,Snow White ,sneezy,1937,121,she's mighty pretty. 
EARLY,NON-P,Snow White ,bashful,1937,122,she's beautiful. just like a angel. 
EARLY,NON-P,Snow White ,grumpy,1937,123,"angel, hah ! she's a female ! and all females is poison ! they're full of wicked wiles ! "
EARLY,NON-P,Snow White ,bashful,1937,124,what are wicked wiles? 
EARLY,NON-P,Snow White ,grumpy,1937,125,"i don't know, but i'm agin'em. "
EARLY,NON-P,Snow White ,doc,1937,126,shh ! not so loud. you'll wake her up. 
EARLY,NON-P,Snow White ,grumpy,1937,127,"aw, let her wake up ! she don't belong here nohow ! "
EARLY,NON-P,Snow White ,sneezy,1937,128,look out. she's movin'. 
EARLY,NON-P,Snow White ,happy,1937,129,she's wakin' up. 
EARLY,NON-P,Snow White ,sneezy,1937,130,what do we do ? 
EARLY,NON-P,Snow White ,doc,1937,131,hide ! 
EARLY,PRINCESS,Snow White ,snow white,1937,132,"oh, dear ! i wonder if the children are oh ! whywhy, you're little men. how do you do ? i said, how do you do ? "
EARLY,NON-P,Snow White ,grumpy,1937,133,how do ya do what ? 
EARLY,PRINCESS,Snow White ,snow white,1937,134,"oh, you can talk. i'm so glad. now, don't tell me who you are. let me guess. i know, you're doc. "
EARLY,NON-P,Snow White ,doc,1937,135,"whywhywhy, yes ! yes ! that's true. "
EARLY,PRINCESS,Snow White ,snow white,1937,136,and you'reyou're bashful. 
EARLY,NON-P,Snow White ,bashful,1937,137,"oh, gosh ! "
EARLY,PRINCESS,Snow White ,snow white,1937,138,"and, you ? you're sleepy. "
EARLY,NON-P,Snow White ,sleepy,1937,139,how'd you guess ? 
EARLY,PRINCESS,Snow White ,snow white,1937,140,and you ? 
EARLY,NON-P,Snow White ,sneezy,1937,141,ahahahah 
EARLY,PRINCESS,Snow White ,snow white,1937,142,you're sneezy. 
EARLY,NON-P,Snow White ,sneezy,1937,143,ahchoo ! 
EARLY,PRINCESS,Snow White ,snow white,1937,144,"yes, and you must be "
EARLY,NON-P,Snow White ,happy,1937,145,"happy, ma'am. that's me. and this is dopey. he don't talk none. "
EARLY,PRINCESS,Snow White ,snow white,1937,146,you mean he can't talk ? 
EARLY,NON-P,Snow White ,happy,1937,147,he don't know. he never tried. 
EARLY,PRINCESS,Snow White ,snow white,1937,148,"oh, that's too bad. "
EARLY,PRINCESS,Snow White ,snow white,1937,149,"oh, you must be grumpy. "
EARLY,NON-P,Snow White ,doc,1937,150,"oh, yeah. "
EARLY,NON-P,Snow White ,grumpy,1937,151,hah ! we know who we are. ask her who she is and what she's adoin' here ! 
EARLY,NON-P,Snow White ,doc,1937,152,"hmph ! yes ! what are you and who are you doin' ? uh, uh, what are you uh, who are you, my dear ? "
EARLY,PRINCESS,Snow White ,snow white,1937,153,"oh, how silly of me. i'm snow white. "
